Designator,Mid X,Mid Y,Rotation,Layer
J1,157.22,-91.0,270.0,top
SW1,129.5,-100.0,0.0,top
SW2,148.0,-100.0,0.0,top
SW3,166.0,-100.0,0.0,top
SW4,185.0,-100.0,0.0,top
